File,Year,IWC,Resolution or Document  No,Subject,Country,Vote,Notes,Matrix Decision ID
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Argentina,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Australia,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Austria,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Brazil,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Chile,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,"China, People's Rep.",3,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Costa Rica,0,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Denmark,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Dominica,1,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Ecuador,0,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Finland,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,France,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Germany,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Grenada,1,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,India,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Ireland,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Japan,1,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Kenya,0,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,"Korea, Republic of",3,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Mexico,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Monaco,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Netherlands,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,New Zealand,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Norway,1,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Oman,0,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Peru,0,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Russian Federation,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,St. Kitts and Nevis,0,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,St. Lucia,7,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,St. Vincent & G.,1,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Senegal,0,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Seychelles,0,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Solomon Islands,1,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,South Africa,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Spain,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Sweden,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Switzerland,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,UK,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,USA,2,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/53,Amended by Japan and Norway,Venezuela,0,,32
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Antigua & Barbuda,1,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Argentina,2,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Australia,2,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Austria,3,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Brazil,2,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Chile,3,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,"China, People's Rep.",1,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Costa Rica,0,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Denmark,1,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Dominica,1,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Ecuador,0,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Finland,2,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,France,2,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Germany,2,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Grenada,1,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,India,2,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Ireland,9,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Japan,1,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Kenya,0,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,"Korea, Republic of",3,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Mexico,3,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Monaco,2,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Netherlands,2,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,New Zealand,2,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Norway,1,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Oman,0,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Peru,0,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Russian Federation,2,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,St. Kitts and Nevis,0,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,St. Lucia,7,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,St. Vincent & G.,1,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Senegal,0,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Seychelles,0,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Solomon Islands,1,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,South Africa,3,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Spain,2,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Sweden,3,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Switzerland,3,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,UK,2,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,USA,2,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/43/44/31Rev2,Resolution on Japanese Community-Based,Venezuela,0,,33
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Antigua & Barbuda,7,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Argentina,1,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Australia,1,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Austria,3,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Brazil,1,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Chile,3,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,"China, People's Rep.",3,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Costa Rica,0,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Denmark,2,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Dominica,2,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Ecuador,0,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Finland,1,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,France,1,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Germany,1,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Grenada,7,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,India,1,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Ireland,1,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Japan,2,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Kenya,0,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,"Korea, Republic of",3,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Mexico,3,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Monaco,9,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Netherlands,1,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,New Zealand,1,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Norway,2,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Oman,0,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Peru,0,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Russian Federation,1,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,St. Kitts and Nevis,0,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,St. Lucia,7,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,St. Vincent & G.,2,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Senegal,0,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Seychelles,0,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Solomon Islands,7,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,South Africa,3,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Spain,1,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Sweden,2,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Switzerland,3,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,UK,1,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,USA,1,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/61,Resolution on international trade in whale meat and products,Venezuela,0,,34
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Antigua & Barbuda,7,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Argentina,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Australia,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Austria,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Brazil,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Chile,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,"China, People's Rep.",3,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Costa Rica,0,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Denmark,3,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Dominica,3,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Ecuador,0,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Finland,3,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,France,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Germany,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Grenada,7,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,India,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Ireland,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Japan,2,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Kenya,0,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,"Korea, Republic of",2,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Mexico,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Monaco,7,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Netherlands,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,New Zealand,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Norway,2,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Oman,0,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Peru,0,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Russian Federation,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,St. Kitts and Nevis,0,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,St. Lucia,7,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,St. Vincent & G.,3,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Senegal,0,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Seychelles,0,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Solomon Islands,3,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,South Africa,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Spain,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Sweden,3,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Switzerland,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,UK,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,USA,1,,35
RS10044_1994 Voting Record IWC46.pdf,1994,46,IWC/46/49,Resolution on Special Permit Catches by Norway,Venezuela,0,,35
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Antigua & Barbuda,3,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Argentina,2,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Australia,2,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Austria,2,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Brazil,2,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Chile,3,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,"China, People's Rep.",1,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Costa Rica,0,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Denmark,1,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Dominica,1,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Finland,2,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,France,2,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Germany,2,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Grenada,1,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,India,2,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Ireland,3,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Japan,1,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Kenya,0,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,"Korea, Republic of",3,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Mexico,3,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Monaco,1,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Netherlands,2,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,New Zealand,2,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Norway,1,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Oman,2,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Peru,0,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Russian Federation,3,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,St. Kitts and Nevis,0,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,St. Lucia,1,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,St. Vincent & G.,1,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Senegal,0,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Seychelles,0,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Solomon Islands,1,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,South Africa,3,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Spain,2,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Sweden,3,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Switzerland,3,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,UK,2,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,USA,2,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,Schedule amendment (Japan),50 minke whales from the Okhotsk Sea,Venezuela,0,,36
RS10047_1995 Voting Record IWC47.pdf,1995,47,IWC/47/25 (amended),"Resolution on small cetaceans by St. Vincent, St. Lucia, Dominica and Grenada",Antigua & Barbuda,1,,37
RS10047_1995 Voting Record IWC47.pdf,1995,47,IWC/47/25 (amended),"Resolution on small cetaceans by St. Vincent, St. Lucia, Dominica and Grenada",Argentina,3,,37
RS10047_1995 Voting Record IWC47.pdf,1995,47,IWC/47/25 (amended),"Resolution on small cetaceans by St. Vincent, St. Lucia, Dominica and Grenada",Australia,2,,37
RS10047_1995 Voting Record IWC47.pdf,1995,47,IWC/47/25 (amended),"Resolution on small cetaceans by St. Vincent, St. Lucia, Dominica and Grenada",Austria,3,,37
RS10047_1995 Voting Record IWC47.pdf,1995,47,IWC/47/25 (amended),"Resolution on small cetaceans by St. Vincent, St. Lucia, Dominica and Grenada",Brazil,3,,37
RS10047_1995 Voting Record IWC47.pdf,1995,47,IWC/47/25 (amended),"Resolution on small cetaceans by St. Vincent, St. Lucia, Dominica and Grenada",Chile,3,,37
RS10047_1995 Voting Record IWC47.pdf,1995,47,IWC/47/25 (amended),"Resolution on small cetaceans by St. Vincent, St. Lucia, Dominica and Grenada","China, People's Rep.",3,,37
RS10047_1995 Voting Record IWC47.pdf,1995,47,IWC/47/25 (amended),"Resolution on small cetaceans by St. Vincent, St. Lucia, Dominica and Grenada",Costa Rica,0,,37
RS10047_1995 Voting Record IWC47.pdf,1995,47,IWC/47/25 (amended),"Resolution on small cetaceans by St. Vincent, St. Lucia, Dominica and Grenada",Denmark,1,,37
RS10047_1995 Voting Record IWC47.pdf,1995,47,IWC/47/25 (amended),"Resolution on small cetaceans by St. Vincent, St. Lucia, Dominica and Grenada",Dominica,1,,37
RS10047_1995 Voting Record IWC47.pdf,1995,47,IWC/47/25 (amended),"Resolution on small cetaceans by St. Vincent, St. Lucia, Dominica and Grenada",Finland,3,,37
